INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
99	98	0	24675675	493513	124.5	1	24675675	493513	124.5	1	61094594	1221891	124.5	1	6243243	124864	124.5	1	9364864	187297	124.5	1	21134067	422681	124.5	1	21134067	422681	124.5	1	23928634	478572	124.5	1	9833677	196673	124.5	1	10358226	207164	124.5	1	8190791	163815	124.5	1
100	99	0	25029871	500597	126	1	25029871	500597	126	1	61971550	1239431	126	1	6332859	126657	126	1	9499288	189985	126	1	21437427	428748	126	1	21437427	428748	126	1	24272107	485442	126	1	9974830	199496	126	1	10506909	210138	126	1	8308362	166167	126	1
101	100	0	25384068	507681	127.5	1	25384068	507681	127.5	1	62848506	1256970	127.5	1	6422475	128449	127.5	1	9633712	192674	127.5	1	21740786	434815	127.5	1	21740786	434815	127.5	1	24615580	492311	127.5	1	10115984	202319	127.5	1	10655592	213111	127.5	1	8425933	168518	127.5	1
102	101	0	25738264	514765	129	1	25738264	514765	129	1	63725462	1274509	129	1	6512091	130241	129	1	9768136	195362	129	1	22044146	440882	129	1	22044146	440882	129	1	24959054	499181	129	1	10257137	205142	129	1	10804274	216085	129	1	8543505	170870	129	1
103	102	0	26092460	521849	130.5	1	26092460	521849	130.5	1	64602418	1292048	130.5	1	6601706	132034	130.5	1	9902560	198051	130.5	1	22347506	446950	130.5	1	22347506	446950	130.5	1	25302527	506050	130.5	1	10398290	207965	130.5	1	10952957	219059	130.5	1	8661076	173221	130.5	1
104	103	0	26446657	528933	132	1	26446657	528933	132	1	65479374	1309587	132	1	6691322	133826	132	1	10036984	200739	132	1	22650866	453017	132	1	22650866	453017	132	1	25646000	512920	132	1	10539443	210788	132	1	11101640	222032	132	1	8778647	175572	132	1
105	104	0	26800853	536017	133.5	1	26800853	536017	133.5	1	66356330	1327126	133.5	1	6780938	135618	133.5	1	10171408	203428	133.5	1	22954226	459084	133.5	1	22954226	459084	133.5	1	25989473	519789	133.5	1	10680597	213611	133.5	1	11250322	225006	133.5	1	8896218	177924	133.5	1
106	105	0	27273115	545462	135	1	27273115	545462	135	1	67525604	1350512	135	1	6900426	138008	135	1	10350640	207012	135	1	23358705	467174	135	1	23358705	467174	135	1	26447438	528948	135	1	10868801	217376	135	1	11448566	228971	135	1	9052980	181059	135	1
107	106	0	27745376	554907	136.5	1	27745376	554907	136.5	1	68694879	1373897	136.5	1	7019914	140398	136.5	1	10529871	210597	136.5	1	23763185	475263	136.5	1	23763185	475263	136.5	1	26905402	538108	136.5	1	11057005	221140	136.5	1	11646810	232936	136.5	1	9209741	184194	136.5	1
108	107	0	28217638	564352	138	1	28217638	564352	138	1	69864153	1397283	138	1	7139402	142788	138	1	10709103	214182	138	1	24167665	483353	138	1	24167665	483353	138	1	27363366	547267	138	1	11245210	224904	138	1	11845053	236901	138	1	9366503	187330	138	1
109	108	0	28689900	573798	139.5	1	28689900	573798	139.5	1	71033428	1420668	139.5	1	7258890	145177	139.5	1	10888335	217766	139.5	1	24572145	491442	139.5	1	24572145	491442	139.5	1	27821330	556426	139.5	1	11433414	228668	139.5	1	12043297	240865	139.5	1	9523264	190465	139.5	1
110	109	0	29162162	583243	141	1	29162162	583243	141	1	72202702	1444054	141	1	7378378	147567	141	1	11067567	221351	141	1	24976624	499532	141	1	24976624	499532	141	1	28279295	565585	141	1	11621618	232432	141	1	12241540	244830	141	1	9680026	193600	141	1
111	110	0	29634423	592688	142.5	1	29634423	592688	142.5	1	73371977	1467439	142.5	1	7497866	149957	142.5	1	11246799	224935	142.5	1	25381104	507622	142.5	1	25381104	507622	142.5	1	28737259	574745	142.5	1	11809823	236196	142.5	1	12439784	248795	142.5	1	9836788	196735	142.5	1
112	111	0	30106685	602133	144	1	30106685	602133	144	1	74541251	1490825	144	1	7617354	152347	144	1	11426031	228520	144	1	25785584	515711	144	1	25785584	515711	144	1	29195223	583904	144	1	11998027	239960	144	1	12638027	252760	144	1	9993549	199870	144	1
113	112	0	30578947	611578	145.5	1	30578947	611578	145.5	1	75710526	1514210	145.5	1	7736842	154736	145.5	1	11605263	232105	145.5	1	26190064	523801	145.5	1	26190064	523801	145.5	1	29653188	593063	145.5	1	12186231	243724	145.5	1	12836271	256725	145.5	1	10150311	203006	145.5	1
114	113	0	31051209	621024	147	1	31051209	621024	147	1	76879800	1537596	147	1	7856330	157126	147	1	11784495	235689	147	1	26594543	531890	147	1	26594543	531890	147	1	30111152	602223	147	1	12374436	247488	147	1	13034515	260690	147	1	10307072	206141	147	1
115	114	0	31523470	630469	148.5	1	31523470	630469	148.5	1	78049075	1560981	148.5	1	7975817	159516	148.5	1	11963726	239274	148.5	1	26999023	539980	148.5	1	26999023	539980	148.5	1	30569116	611382	148.5	1	12562640	251252	148.5	1	13232758	264655	148.5	1	10463834	209276	148.5	1
116	115	0	31995732	639914	150	1	31995732	639914	150	1	79218349	1584366	150	1	8095305	161906	150	1	12142958	242859	150	1	27403503	548070	150	1	27403503	548070	150	1	31027081	620541	150	1	12750845	255016	150	1	13431002	268620	150	1	10620595	212411	150	1
117	116	0	32467994	649359	151.5	1	32467994	649359	151.5	1	80387624	1607752	151.5	1	8214793	164295	151.5	1	12322190	246443	151.5	1	27807983	556159	151.5	1	27807983	556159	151.5	1	31485045	629700	151.5	1	12939049	258780	151.5	1	13629245	272584	151.5	1	10777357	215547	151.5	1
118	117	0	32940256	658805	153	1	32940256	658805	153	1	81556899	1631137	153	1	8334281	166685	153	1	12501422	250028	153	1	28212463	564249	153	1	28212463	564249	153	1	31943009	638860	153	1	13127253	262545	153	1	13827489	276549	153	1	10934118	218682	153	1
119	118	0	33412517	668250	154.5	1	33412517	668250	154.5	1	82726173	1654523	154.5	1	8453769	169075	154.5	1	12680654	253613	154.5	1	28616942	572338	154.5	1	28616942	572338	154.5	1	32400973	648019	154.5	1	13315458	266309	154.5	1	14025732	280514	154.5	1	11090880	221817	154.5	1
120	119	0	33884779	677695	156	1	33884779	677695	156	1	83895448	1677908	156	1	8573257	171465	156	1	12859886	257197	156	1	29021422	580428	156	1	29021422	580428	156	1	32858938	657178	156	1	13503662	270073	156	1	14223976	284479	156	1	11247642	224952	156	1
121	120	0	34357041	687140	157.5	1	34357041	687140	157.5	1	85064722	1701294	157.5	1	8692745	173854	157.5	1	13039118	260782	157.5	1	29425902	588518	157.5	1	29425902	588518	157.5	1	33316902	666338	157.5	1	13691866	273837	157.5	1	14422220	288444	157.5	1	11404403	228088	157.5	1
122	121	0	34829302	696586	159	1	34829302	696586	159	1	86233997	1724679	159	1	8812233	176244	159	1	13218349	264366	159	1	29830382	596607	159	1	29830382	596607	159	1	33774866	675497	159	1	13880071	277601	159	1	14620463	292409	159	1	11561165	231223	159	1
123	122	0	35301564	706031	160.5	1	35301564	706031	160.5	1	87403271	1748065	160.5	1	8931721	178634	160.5	1	13397581	267951	160.5	1	30234861	604697	160.5	1	30234861	604697	160.5	1	34232831	684656	160.5	1	14068275	281365	160.5	1	14818707	296374	160.5	1	11717926	234358	160.5	1
124	123	0	35773826	715476	162	1	35773826	715476	162	1	88572546	1771450	162	1	9051209	181024	162	1	13576813	271536	162	1	30639341	612786	162	1	30639341	612786	162	1	34690795	693815	162	1	14256479	285129	162	1	15016950	300339	162	1	11874688	237493	162	1
125	124	0	36246088	724921	163.5	1	36246088	724921	163.5	1	89741820	1794836	163.5	1	9170697	183413	163.5	1	13756045	275120	163.5	1	31043821	620876	163.5	1	31043821	620876	163.5	1	35148759	702975	163.5	1	14444684	288893	163.5	1	15215194	304303	163.5	1	12031449	240628	163.5	1
126	125	0	36718349	734366	165	1	36718349	734366	165	1	90911095	1818221	165	1	9290184	185803	165	1	13935277	278705	165	1	31448301	628966	165	1	31448301	628966	165	1	35606723	712134	165	1	14632888	292657	165	1	15413437	308268	165	1	12188211	243764	165	1
127	126	0	37190611	743812	166.5	1	37190611	743812	166.5	1	92080369	1841607	166.5	1	9409672	188193	166.5	1	14114509	282290	166.5	1	31852780	637055	166.5	1	31852780	637055	166.5	1	36064688	721293	166.5	1	14821092	296421	166.5	1	15611681	312233	166.5	1	12344972	246899	166.5	1
128	127	0	37662873	753257	168	1	37662873	753257	168	1	93249644	1864992	168	1	9529160	190583	168	1	14293741	285874	168	1	32257260	645145	168	1	32257260	645145	168	1	36522652	730453	168	1	15009297	300185	168	1	15809925	316198	168	1	12501734	250034	168	1
129	128	0	38135135	762702	169.5	1	38135135	762702	169.5	1	94418918	1888378	169.5	1	9648648	192972	169.5	1	14472972	289459	169.5	1	32661740	653234	169.5	1	32661740	653234	169.5	1	36980616	739612	169.5	1	15197501	303950	169.5	1	16008168	320163	169.5	1	12658496	253169	169.5	1
130	129	0	38607396	772147	171	1	38607396	772147	171	1	95588193	1911763	171	1	9768136	195362	171	1	14652204	293044	171	1	33066220	661324	171	1	33066220	661324	171	1	37438581	748771	171	1	15385705	307714	171	1	16206412	324128	171	1	12815257	256305	171	1
131	130	0	39079658	781593	172.5	1	39079658	781593	172.5	1	96757467	1935149	172.5	1	9887624	197752	172.5	1	14831436	296628	172.5	1	33470699	669413	172.5	1	33470699	669413	172.5	1	37896545	757930	172.5	1	15573910	311478	172.5	1	16404655	328093	172.5	1	12972019	259440	172.5	1
132	131	0	39551920	791038	174	1	39551920	791038	174	1	97926742	1958534	174	1	10007112	200142	174	1	15010668	300213	174	1	33875179	677503	174	1	33875179	677503	174	1	38354509	767090	174	1	15762114	315242	174	1	16602899	332057	174	1	13128780	262575	174	1
133	132	0	40024182	800483	175.5	1	40024182	800483	175.5	1	99096017	1981920	175.5	1	10126600	202532	175.5	1	15189900	303798	175.5	1	34279659	685593	175.5	1	34279659	685593	175.5	1	38812474	776249	175.5	1	15950319	319006	175.5	1	16801142	336022	175.5	1	13285542	265710	175.5	1
134	133	0	40496443	809928	177	1	40496443	809928	177	1	100265291	2005305	177	1	10246088	204921	177	1	15369132	307382	177	1	34684139	693682	177	1	34684139	693682	177	1	39270438	785408	177	1	16138523	322770	177	1	16999386	339987	177	1	13442303	268846	177	1
135	134	0	40968705	819374	178.5	1	40968705	819374	178.5	1	101434566	2028691	178.5	1	10365576	207311	178.5	1	15548364	310967	178.5	1	35088618	701772	178.5	1	35088618	701772	178.5	1	39728402	794568	178.5	1	16326727	326534	178.5	1	17197630	343952	178.5	1	13599065	271981	178.5	1
136	135	0	41440967	828819	180	1	41440967	828819	180	1	102603840	2052076	180	1	10485064	209701	180	1	15727596	314551	180	1	35493098	709861	180	1	35493098	709861	180	1	40186366	803727	180	1	16514932	330298	180	1	17395873	347917	180	1	13755827	275116	180	1
137	136	0	41913229	838264	181.5	1	41913229	838264	181.5	1	103773115	2075462	181.5	1	10604551	212091	181.5	1	15906827	318136	181.5	1	35897578	717951	181.5	1	35897578	717951	181.5	1	40644331	812886	181.5	1	16703136	334062	181.5	1	17594117	351882	181.5	1	13912588	278251	181.5	1
138	137	0	42385490	847709	183	1	42385490	847709	183	1	104942389	2098847	183	1	10724039	214480	183	1	16086059	321721	183	1	36302058	726041	183	1	36302058	726041	183	1	41102295	822045	183	1	16891340	337826	183	1	17792360	355847	183	1	14069350	281387	183	1
139	138	0	42857752	857155	184.5	1	42857752	857155	184.5	1	106111664	2122233	184.5	1	10843527	216870	184.5	1	16265291	325305	184.5	1	36706537	734130	184.5	1	36706537	734130	184.5	1	41560259	831205	184.5	1	17079545	341590	184.5	1	17990604	359812	184.5	1	14226111	284522	184.5	1
140	139	0	43330014	866600	186	1	43330014	866600	186	1	107280938	2145618	186	1	10963015	219260	186	1	16444523	328890	186	1	37111017	742220	186	1	37111017	742220	186	1	42018224	840364	186	1	17267749	345354	186	1	18188847	363776	186	1	14382873	287657	186	1
141	140	0	43802275	876045	187.5	1	43802275	876045	187.5	1	108450213	2169004	187.5	1	11082503	221650	187.5	1	16623755	332475	187.5	1	37515497	750309	187.5	1	37515497	750309	187.5	1	42476188	849523	187.5	1	17455953	349119	187.5	1	18387091	367741	187.5	1	14539634	290792	187.5	1
142	141	0	44274537	885490	189	1	44274537	885490	189	1	109619487	2192389	189	1	11201991	224039	189	1	16802987	336059	189	1	37919977	758399	189	1	37919977	758399	189	1	42934152	858683	189	1	17644158	352883	189	1	18585335	371706	189	1	14696396	293927	189	1
143	142	0	44746799	894935	190.5	1	44746799	894935	190.5	1	110788762	2215775	190.5	1	11321479	226429	190.5	1	16982219	339644	190.5	1	38324456	766489	190.5	1	38324456	766489	190.5	1	43392116	867842	190.5	1	17832362	356647	190.5	1	18783578	375671	190.5	1	14853157	297063	190.5	1
144	143	0	45219061	904381	192	1	45219061	904381	192	1	111958036	2239160	192	1	11440967	228819	192	1	17161450	343229	192	1	38728936	774578	192	1	38728936	774578	192	1	43850081	877001	192	1	18020566	360411	192	1	18981822	379636	192	1	15009919	300198	192	1
145	144	0	45691322	913826	193.5	1	45691322	913826	193.5	1	113127311	2262546	193.5	1	11560455	231209	193.5	1	17340682	346813	193.5	1	39133416	782668	193.5	1	39133416	782668	193.5	1	44308045	886160	193.5	1	18208771	364175	193.5	1	19180065	383601	193.5	1	15166681	303333	193.5	1
146	145	0	46163584	923271	195	1	46163584	923271	195	1	114296586	2285931	195	1	11679943	233598	195	1	17519914	350398	195	1	39537896	790757	195	1	39537896	790757	195	1	44766009	895320	195	1	18396975	367939	195	1	19378309	387566	195	1	15323442	306468	195	1
147	146	0	46635846	932716	196.5	1	46635846	932716	196.5	1	115465860	2309317	196.5	1	11799431	235988	196.5	1	17699146	353982	196.5	1	39942375	798847	196.5	1	39942375	798847	196.5	1	45223974	904479	196.5	1	18585180	371703	196.5	1	19576553	391531	196.5	1	15480204	309604	196.5	1
148	147	0	47108108	942162	198	1	47108108	942162	198	1	116635135	2332702	198	1	11918918	238378	198	1	17878378	357567	198	1	40346855	806937	198	1	40346855	806937	198	1	45681938	913638	198	1	18773384	375467	198	1	19774796	395495	198	1	15636965	312739	198	1
149	148	0	47580369	951607	199.5	1	47580369	951607	199.5	1	117804409	2356088	199.5	1	12038406	240768	199.5	1	18057610	361152	199.5	1	40751335	815026	199.5	1	40751335	815026	199.5	1	46139902	922798	199.5	1	18961588	379231	199.5	1	19973040	399460	199.5	1	15793727	315874	199.5	1
150	149	0	48052631	961052	201	1	48052631	961052	201	1	118973684	2379473	201	1	12157894	243157	201	1	18236842	364736	201	1	41155815	823116	201	1	41155815	823116	201	1	46597867	931957	201	1	19149793	382995	201	1	20171283	403425	201	1	15950488	319009	201	1
151	150	0	48524893	970497	202.5	1	48524893	970497	202.5	1	120142958	2402859	202.5	1	12277382	245547	202.5	1	18416073	368321	202.5	1	41560294	831205	202.5	1	41560294	831205	202.5	1	47055831	941116	202.5	1	19337997	386759	202.5	1	20369527	407390	202.5	1	16107250	322145	202.5	1
152	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
153	1	1	2280	68	1	1	2280	68	1	1	3475	104	1	1	209	6	1	1	826	24	1	1	1896	56	1	1	1896	56	1	1	902	27	1	1	436	13	1	1	895	26	1	1	926	27	1	1
154	2	1	28336	850	2	1	28336	850	2	1	43184	1295	2	1	2598	77	2	1	10270	308	2	1	23569	707	2	1	23569	707	2	1	11209	336	2	1	5424	162	2	1	11134	334	2	1	11514	345	2	1
155	3	1	81267	2437	3	1	81267	2437	3	1	123852	3715	3	1	7452	223	3	1	29454	883	3	1	67595	2027	3	1	67595	2027	3	1	32148	964	3	1	15557	466	3	1	31932	957	3	1	33023	990	3	1
156	4	1	153393	4601	4	1	153393	4601	4	1	233773	7013	4	1	14066	421	4	1	55596	1667	4	1	127588	3827	4	1	127588	3827	4	1	60680	1820	4	1	29364	880	4	1	60272	1808	4	1	62333	1869	4	1
157	5	1	241723	7251	5	1	241723	7251	5	1	368391	11051	5	1	22166	664	5	1	87611	2628	5	1	201059	6031	5	1	201059	6031	5	1	95622	2868	5	1	46274	1388	5	1	94980	2849	5	1	98227	2946	5	1
158	6	1	344464	10333	6	1	344464	10333	6	1	524969	15748	6	1	31588	947	6	1	124849	3745	6	1	286516	8595	6	1	286516	8595	6	1	136265	4087	6	1	65942	1978	6	1	135350	4060	6	1	139977	4199	6	1
159	7	1	460368	13811	7	1	460368	13811	7	1	701610	21048	7	1	42217	1266	7	1	166858	5005	7	1	382923	11487	7	1	382923	11487	7	1	182115	5463	7	1	88130	2643	7	1	180892	5426	7	1	187076	5612	7	1
160	8	1	588505	17655	8	1	588505	17655	8	1	896892	26906	8	1	53967	1619	8	1	213301	6399	8	1	489504	14685	8	1	489504	14685	8	1	232804	6984	8	1	112660	3379	8	1	231241	6937	8	1	239146	7174	8	1
161	9	1	728138	21844	9	1	728138	21844	9	1	1109695	33290	9	1	66772	2003	9	1	263910	7917	9	1	605647	18169	9	1	605647	18169	9	1	288041	8641	9	1	139391	4181	9	1	286107	8583	9	1	295887	8876	9	1
162	10	1	878666	26359	10	1	878666	26359	10	1	1339103	40172	10	1	80576	2417	10	1	318468	9554	10	1	730852	21925	10	1	730852	21925	10	1	347588	10427	10	1	168207	5046	10	1	345254	10357	10	1	357056	10711	10	1
163	11	1	1039588	31187	11	1	1039588	31187	11	1	1584350	47530	11	1	95333	2859	11	1	376793	11303	11	1	864703	25940	11	1	864703	25940	11	1	411246	12337	11	1	199013	5970	11	1	408485	12254	11	1	422449	12673	11	1
164	12	1	1210472	36314	12	1	1210472	36314	12	1	1844780	55343	12	1	111003	3330	12	1	438730	13161	12	1	1006840	30205	12	1	1006840	30205	12	1	478845	14365	12	1	231727	6951	12	1	475631	14268	12	1	491890	14756	12	1
165	13	1	1390945	41728	13	1	1390945	41728	13	1	2119825	63594	13	1	127553	3826	13	1	504141	15124	13	1	1156953	34708	13	1	1156953	34708	13	1	550238	16507	13	1	266276	7988	13	1	546544	16396	13	1	565227	16956	13	1
166	14	1	1580679	47420	14	1	1580679	47420	14	1	2408983	72269	14	1	144953	4348	14	1	572910	17187	14	1	1314770	39442	14	1	1314770	39442	14	1	625294	18758	14	1	302597	9077	14	1	621097	18632	14	1	642328	19269	14	1
167	15	1	1779382	53381	15	1	1779382	53381	15	1	2711810	81354	15	1	163174	4895	15	1	644929	19347	15	1	1480046	44401	15	1	1480046	44401	15	1	703898	21116	15	1	340636	10219	15	1	699173	20975	15	1	723073	21692	15	1
168	16	1	1986791	59603	16	1	1986791	59603	16	1	3027905	90837	16	1	182194	5465	16	1	720103	21603	16	1	1652563	49576	16	1	1652563	49576	16	1	785946	23578	16	1	380342	11410	16	1	780670	23420	16	1	807357	24220	16	1
169	17	1	2202669	66080	17	1	2202669	66080	17	1	3356907	100707	17	1	201991	6059	17	1	798347	23950	17	1	1832125	54963	17	1	1832125	54963	17	1	871344	26140	17	1	421668	12650	17	1	865495	25964	17	1	895081	26852	17	1
170	18	1	2426800	72803	18	1	2426800	72803	18	1	3698487	110954	18	1	222545	6676	18	1	879582	26387	18	1	2018552	60556	18	1	2018552	60556	18	1	960008	28800	18	1	464575	13937	18	1	953563	28606	18	1	986160	29584	18	1
171	19	1	2658987	79769	19	1	2658987	79769	19	1	4052342	121570	19	1	243837	7315	19	1	963737	28912	19	1	2211679	66350	19	1	2211679	66350	19	1	1051857	31555	19	1	509024	15270	19	1	1044796	31343	19	1	1080511	32415	19	1
172	20	1	2899046	86971	20	1	2899046	86971	20	1	4418197	132545	20	1	265851	7975	20	1	1050745	31522	20	1	2411354	72340	20	1	2411354	72340	20	1	1146821	34404	20	1	554979	16649	20	1	1139123	34173	20	1	1178062	35341	20	1
173	21	1	3146809	94404	21	1	3146809	94404	21	1	4795792	143873	21	1	288572	8657	21	1	1140546	34216	21	1	2617437	78523	21	1	2617437	78523	21	1	1244833	37344	21	1	602410	18072	21	1	1236476	37094	21	1	1278744	38362	21	1
174	22	1	3402120	102063	22	1	3402120	102063	22	1	5184890	155546	22	1	311984	9359	22	1	1233082	36992	22	1	2829798	84893	22	1	2829798	84893	22	1	1345830	40374	22	1	651286	19538	22	1	1336796	40103	22	1	1382492	41474	22	1
175	23	1	3664833	109944	23	1	3664833	109944	23	1	5585270	167557	23	1	336076	10082	23	1	1328302	39849	23	1	3048316	91449	23	1	3048316	91449	23	1	1449756	43492	23	1	701578	21047	23	1	1440024	43200	23	1	1489249	44677	23	1
176	24	1	3934811	118044	24	1	3934811	118044	24	1	5996721	179901	24	1	360834	10825	24	1	1426154	42784	24	1	3272877	98186	24	1	3272877	98186	24	1	1556555	46696	24	1	753261	22597	24	1	1546106	46383	24	1	1598958	47968	24	1
177	25	1	4211926	126357	25	1	4211926	126357	25	1	6419050	192571	25	1	386246	11587	25	1	1526593	45797	25	1	3503375	105101	25	1	3503375	105101	25	1	1666178	49985	25	1	806311	24189	25	1	1654993	49649	25	1	1711567	51346	25	1
178	26	1	4496058	134881	26	1	4496058	134881	26	1	6852071	205561	26	1	412302	12369	26	1	1629575	48887	26	1	3739709	112191	26	1	3739709	112191	26	1	1778577	53357	26	1	860704	25821	26	1	1766637	52999	26	1	1827028	54810	26	1
179	27	1	4787093	143612	27	1	4787093	143612	27	1	7295614	218868	27	1	438991	13169	27	1	1735060	52051	27	1	3981784	119453	27	1	3981784	119453	27	1	1893706	56811	27	1	916418	27492	27	1	1880994	56429	27	1	1945293	58358	27	1
180	28	1	5084923	152547	28	1	5084923	152547	28	1	7749512	232485	28	1	466303	13989	28	1	1843007	55290	28	1	4229512	126885	28	1	4229512	126885	28	1	2011523	60345	28	1	973434	29203	28	1	1998020	59940	28	1	2066320	61989	28	1
181	29	1	5389447	161683	29	1	5389447	161683	29	1	8213612	246408	29	1	494228	14826	29	1	1953380	58601	29	1	4482808	134484	29	1	4482808	134484	29	1	2131989	63959	29	1	1031730	30951	29	1	2117677	63530	29	1	2190067	65701	29	1
182	30	1	5700568	171017	30	1	5700568	171017	30	1	8687766	260633	30	1	522759	15682	30	1	2066145	61984	30	1	4741590	142247	30	1	4741590	142247	30	1	2255064	67651	30	1	1091290	32738	30	1	2239926	67197	30	1	2316495	69494	30	1
183	31	1	6026315	180789	31.25	1	6026315	180789	31.25	1	9184210	275526	31.25	1	552631	16578	31.25	1	2184210	65526	31.25	1	5012539	150376	31.25	1	5012539	150376	31.25	1	2383925	71517	31.25	1	1153649	34609	31.25	1	2367922	71037	31.25	1	2448866	73465	31.25	1
184	32	1	6352062	190561	32.5	1	6352062	190561	32.5	1	9680654	290419	32.5	1	582503	17475	32.5	1	2302275	69068	32.5	1	5283487	158504	32.5	1	5283487	158504	32.5	1	2512785	75383	32.5	1	1216009	36480	32.5	1	2495917	74877	32.5	1	2581237	77437	32.5	1
185	33	1	6677809	200334	33.75	1	6677809	200334	33.75	1	10177098	305312	33.75	1	612375	18371	33.75	1	2420341	72610	33.75	1	5554435	166633	33.75	1	5554435	166633	33.75	1	2641646	79249	33.75	1	1278368	38351	33.75	1	2623913	78717	33.75	1	2713608	81408	33.75	1
186	34	1	7003556	210106	35	1	7003556	210106	35	1	10673541	320206	35	1	642247	19267	35	1	2538406	76152	35	1	5825383	174761	35	1	5825383	174761	35	1	2770507	83115	35	1	1340728	40221	35	1	2751909	82557	35	1	2845980	85379	35	1
187	35	1	7329302	219879	36.25	1	7329302	219879	36.25	1	11169985	335099	36.25	1	672119	20163	36.25	1	2656472	79694	36.25	1	6096331	182889	36.25	1	6096331	182889	36.25	1	2899368	86981	36.25	1	1403087	42092	36.25	1	2879905	86397	36.25	1	2978351	89350	36.25	1
