INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20102028	2	1	2	28	Fish3_4	龙虾	龙虾，用于烹饪，虾尾大且肉多饱满丰盈，可以炉火烤制，乃是海鲜极品佳肴。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	4	184	1	4	250	-1	-1	1	9	4	-1	-1	鱼类伴生	4	0	2000	-1	0
20102029	2	1	2	29	Fish3_9	青蟹	青蟹，每年农历八月，青蟹壳坚如盾，脚爪圆壮，只只都是双层皮、民间有“八月蝤蛑抵只鸡”之说，用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	5	282	1	4	250	-1	-1	1	9	5	-1	-1	鱼类伴生	5	0	2000	-1	0
20102030	2	1	2	30	Fish3_2	文蛤	文蛤，其肉嫩味鲜，营养丰富，素有“天下第一鲜”之称，且具有清热，利湿，化痰，散结之功效，用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	6	402	1	4	250	-1	-1	1	9	6	-1	-1	鱼类伴生	6	0	2000	-1	0
20102031	2	1	2	31	Fish3_3	贻贝	贻贝，壳呈楔形，前端尖细，后端宽广而圆，柔嫩鲜美，用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	7	554	1	4	250	-1	-1	1	9	7	-1	-1	鱼类伴生	7	0	2000	-1	0
20102032	2	1	2	32	Fish3_6	对虾	对虾，甲壳薄而透明。第二对触角上的须很长。肉味鲜美，是我国的特产之一，用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	8	702	1	4	250	-1	-1	1	9	8	-1	-1	鱼类伴生	8	0	2000	-1	0
20102033	2	1	2	33	Fish3_7	杂色蛤	杂色蛤，肉质细嫩，味道鲜美，营养丰富，还可入药，有降压功效，用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	9	864	1	4	250	-1	-1	1	9	9	-1	-1	鱼类伴生	9	0	2000	-1	0
20102034	2	1	2	34	Fish3_8	河蚌	河蚌，壳面光滑，胶合部窄，无齿，斧足发达，肉可食，用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	10	1054	1	4	250	-1	-1	1	9	10	-1	-1	鱼类伴生	10	0	2000	-1	0
20102035	2	1	2	35	Fish3_10	蛙蟹	蛙蟹，蟹肉色洁白，肉质细嫩，膏似凝脂，味道鲜美，用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	11	1060	1	4	250	-1	-1	1	9	11	-1	-1	鱼类伴生	11	0	2000	-1	0
20102036	2	1	2	36	Fish3_11	玉蟹	玉蟹，两钳状螯足之肉，呈丝状而带甜味，蟹黄色艳味香，食之别有风味，因而久负盛名，居海鲜之首，用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	12	1176	1	4	250	-1	-1	1	9	12	-1	-1	鱼类伴生	12	0	2000	-1	0
20102037	2	1	2	37	Meet_3	初级食材	食物材料，用于烹饪杂物配方。	1	50	1	4	200	-1	-1	1	1	1	-1	-1	食材	1	0	2000	-1	0
20102038	2	1	2	38	Meet_6	中级食材	食物材料，用于烹饪杂物配方。	2	100	1	4	200	-1	-1	1	1	1	-1	-1	食材	2	0	2000	-1	0
20102039	2	1	2	39	Meet_9	高级食材	食物材料，用于烹饪杂物配方。	3	150	1	4	200	-1	-1	1	1	1	-1	-1	食材	3	0	2000	-1	0
20102040	2	1	2	40	Fish_12	胭脂鱼	胭脂鱼，食性广，个体大，肉鲜美，具有观赏价值。可用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	9	864	1	4	250	-1	-1	1	9	9	-1	-1	高级鱼类	9	0	2000	-1	0
20102041	2	1	2	41	Fish_8	七星鱼	七星鱼，肉肥鲜美，营养丰富，肉坚实，骨刺少。据医术记载黑色有去瘀生新，补血调养的药理作用。可用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	10	1054	1	4	250	-1	-1	1	9	10	-1	-1	高级鱼类	10	0	2000	-1	0
20102042	2	1	2	42	Fish_9	长吻鱼	长吻鱼，淡水鱼系，肉质细嫩，肉味鲜美，新鲜时为银白色，烹制后为高级宴席的佳肴。可用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	11	1060	1	4	250	-1	-1	1	9	11	-1	-1	高级鱼类	11	0	2000	-1	0
20102043	2	1	2	43	Fish_6	多鳍鱼	多鳍鱼，身内有软骨，可在水底爬行的鱼类，为活化石鱼类，烹饪大师可用之试验佳肴。可用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	12	1176	1	4	250	-1	-1	1	9	12	-1	-1	高级鱼类	12	0	2000	-1	0
20102044	2	1	2	44	Fish2_10	翘嘴红鮊	翘嘴红鮊，体细长，侧扁，呈柳叶型。其肉洁白鲜嫩，营养价值较高，鲜食和腌制均宜。可用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	9	864	1	4	250	-1	-1	1	9	9	-1	-1	高级鱼类	9	0	2000	-1	0
20102045	2	1	2	45	Fish_4	秋白鲑	秋白鲑，生活在蓝色湖水之下，味道鲜美，质地滑嫩。可用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	10	1054	1	4	250	-1	-1	1	9	10	-1	-1	高级鱼类	10	0	2000	-1	0
20102046	2	1	2	46	Fish2_7	蝶鳍鱼	蝶鳍鱼，鳍像大蝴蝶的翅膀，身体透明，烹饪大师可用之试验佳肴。可用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	11	1060	1	4	250	-1	-1	1	9	11	-1	-1	高级鱼类	11	0	2000	-1	0
20102047	2	1	2	47	Fish_11	文鳐鱼	文鳐鱼，形状如鲤鱼，鱼身鸟翼，体平扁，呈圆形，斜方形或菱形，肉味酸中带甜。可用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	12	1176	1	4	250	-1	-1	1	9	12	-1	-1	高级鱼类	12	0	2000	-1	0
20102048	2	1	2	48	Fish3_2	盐壳蚌	盐壳蚌，河水干涸后蚌壳上是坚固的盐晶，蚌壳可入味烹饪汤水，汤味鲜咸可口，为调味品。用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	9	864	1	4	250	-1	-1	1	9	9	-1	-1	鱼类伴生	9	0	2000	-1	0
20102049	2	1	2	49	Fish_13	孢子尘	孢子尘，沉积在湖底百年的孢子菌，经过河水盈亏的交替，呈现出艳丽的颜色。可以用于点缀佳肴，无毒。用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	10	1054	1	4	250	-1	-1	1	9	10	-1	-1	鱼类伴生	10	0	2000	-1	0
20102050	2	1	2	50	Fish_14	裸藻	裸藻，寄生淡水中的藻类，华润质薄，可与肉同烹，食之风味独特。用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	11	1060	1	4	250	-1	-1	1	9	11	-1	-1	鱼类伴生	11	0	2000	-1	0
20102051	2	1	2	51	Fish3_8	蠃母	蠃母，贝壳类小动物。用于烹饪。#r#W在#G大理（116，156）#R杜子飞#W、#G苏州（189，173）#R智化#W和#G洛阳（134，152）#R李大嘴#W，都可以学习#G烹饪技能#W。玩家的等级为#G1#W级即可学习。	12	1176	1	4	250	-1	-1	1	9	12	-1	-1	鱼类伴生	12	0	2000	-1	0
20103001	2	1	3	1	Ore_1	铜矿石	铜矿石，状如姜石而有铜星，熔之取铜也，出铜山中，酸，寒，有小毒，用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	1	375	10	4	250	-1	-1	1	7	1	-1	-1	初级矿石	1	0	2000	-1	0
20103002	2	1	3	2	Ore_2	铁矿石	铁矿石，产量巨大，且种类繁多，多用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	2	625	20	4	250	-1	-1	1	7	2	-1	-1	初级矿石	2	0	2000	-1	0
20103003	2	1	3	3	Ore_3	银矿石	银矿石，延展性和可塑性也好，易于抛光和造型，常被人们用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	3	875	30	4	250	-1	-1	1	7	3	-1	-1	初级矿石	3	0	2000	-1	0
20103004	2	1	3	4	Ore_4	寒铁矿石	寒铁矿石，在深山寒滩中取得，质坚，色彩细腻，用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	4	1125	40	4	250	-1	-1	1	7	4	-1	-1	中级矿石	4	0	2000	-1	0
20103005	2	1	3	5	Ore_5	金矿石	金矿石，光泽耀眼，不易挥发，延展性极好，主要用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	5	1375	50	4	250	-1	-1	1	7	5	-1	-1	中级矿石	5	0	2000	-1	0
20103006	2	1	3	6	Ore_9	玄铁矿石	玄铁矿石，是一种稀有金属，密度和硬度在所有金属中最大，质量却最小，永不锈蚀，用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	6	1625	60	4	250	-1	-1	1	7	6	-1	-1	中级矿石	6	0	2000	-1	0
20103007	2	1	3	7	Ore_11	水晶矿石	水晶矿石，是一种有灵性矿物，被喻为石中精灵，蕴藏着巨大的能量与无限的神奇力量，用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	7	1875	70	4	250	-1	-1	1	7	7	-1	-1	高级矿石	7	0	2000	-1	0
20103008	2	1	3	8	Ore_8	翡翠矿石	翡翠矿石，透明晶莹、光泽喜人、硬而不脆，乃公认的“玉中之王”，用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	8	2125	80	4	250	-1	-1	1	7	8	-1	-1	高级矿石	8	0	2000	-1	0
20103009	2	1	3	9	Ore_6	真武矿石	真武矿石，传说乃为真武大帝之魂化成，灵气充盈，用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	9	2375	90	4	250	-1	-1	1	7	9	-1	-1	高级矿石	9	0	2000	-1	0
20103010	2	1	3	10	Ore_7	龙血矿石	龙血矿石，以四灵之一的龙血化成，据说使用以此铸造之物，会使人灵气昭然，似身绕帝王之气，多用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	10	2625	100	4	250	-1	-1	1	7	10	-1	-1	高级矿石	10	0	2000	-1	0
20103011	2	1	3	11	Ore_10	凤血矿石	凤血矿石，百鸟之王滴血化成，象征祥瑞，使用以此铸造之物，会延年益寿，百病皆除，常用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	11	2875	110	4	250	-1	-1	1	7	11	-1	-1	高级矿石	11	0	2000	-1	0
20103012	2	1	3	12	Ore_12	女娲石	女娲石，即上古时女娲补天所用的五彩玉石，极其罕见，该灵石具有一股神秘的力量，多用于铸造和工艺。#r#W在#G洛阳（213，160）#R王德富#W、#R耶律大石#G（118，62）#W、#G苏州（251，151）#R薛烛#W、#G大理（218，110）#R过三锤#W、#G楼兰城（218，238）#R莫花尔彻#W、#G束河古镇（93，158）#R唐鸣#W处都可以学习#G铸造技能#W。玩家的等级达到#G40#W级即可学习。#r#W在#G大理（207，195）#R鲁明月#W、#G苏州（109，130）#R曾三省#W和#G洛阳（60，146）#R龙三少#W处，都可以学习#G工艺技能#W。玩家的等级达到#G50#W级即可学习。	12	3125	120	4	250	-1	-1	1	7	12	-1	-1	高级矿石	12	0	2000	-1	0
20103013	2	1	3	13	MakeMaterial11_5	白铅矿石	白铅矿石，金刚光泽，有时呈油脂光泽或珍珠光泽。可以通过#G材料加工#W技能制得相应等级的锻石。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	75	15	4	250	-1	-1	1	7	1	-1	-1	伴生矿	1	0	2000	-1	0
20103014	2	1	3	14	MakeMaterial11_6	黄铁矿石	黄铁矿石，其浅黄铜的颜色和明亮的金属光泽，常被误认为是黄金，又称为“愚人金”。可以通过#G材料加工#W技能制得相应等级的锻石。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	125	25	4	250	-1	-1	1	7	2	-1	-1	伴生矿	2	0	2000	-1	0
20103015	2	1	3	15	MakeMaterial11_7	碘银矿石	碘银矿石，永远闪耀着月亮般的光辉，具有很高的延展性，被人们称为“唯金三品”。可以通过#G材料加工#W技能制得相应等级的锻石。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	175	35	4	250	-1	-1	1	7	3	-1	-1	伴生矿	3	0	2000	-1	0
