INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
410	70503107	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503108	1	升级后整套的套装效果将提升为：#G内功攻击+3326#W；#G命中+4282#W；#G灵气+164#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（4星套装效果）#W。
411	70503108	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503109	1	升级后整套的套装效果将提升为：#G内功攻击+4158#W；#G命中+5352#W；#G灵气+204#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（5星套装效果）#W。
412	70503110	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503111	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G灵气+82#W；#G增加反击技能对目标的生效几率（2星套装效果）#W。
413	70503111	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503112	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G灵气+122#W；#G增加反击技能对目标的生效几率（3星套装效果）#W。
414	70503112	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503113	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G灵气+164#W；#G增加反击技能对目标的生效几率（4星套装效果）#W。
415	70503113	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503114	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G灵气+204#W；#G增加反击技能对目标的生效几率（5星套装效果）#W。
416	70503115	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503116	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G灵气+82#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
417	70503116	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503117	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G灵气+122#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
418	70503117	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503118	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G灵气+164#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
419	70503118	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503119	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G灵气+204#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
420	70503120	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503121	0	升级后整套的套装效果将提升为：#G外功防御+1642#W；#G内功防御+1642#W；#G血上限+3056#W；#G增加灵气技能对玩家的生效几率（2星套装效果）#W。
421	70503121	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503122	1	升级后整套的套装效果将提升为：#G外功防御+2464#W；#G内功防御+2464#W；#G血上限+4584#W；#G增加灵气技能对玩家的生效几率（3星套装效果）#W。
422	70503122	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503123	1	升级后整套的套装效果将提升为：#G外功防御+3284#W；#G内功防御+3284#W；#G血上限+6112#W；#G增加灵气技能对玩家的生效几率（4星套装效果）#W。
423	70503123	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503124	1	升级后整套的套装效果将提升为：#G外功防御+4106#W；#G内功防御+4106#W；#G血上限+7640#W；#G增加灵气技能对玩家的生效几率（5星套装效果）#W。
424	70503125	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503126	0	升级后整套的套装效果将提升为：#G身法+82#W；#G命中+2142#W；#G血上限+3056#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
425	70503126	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503127	1	升级后整套的套装效果将提升为：#G身法+122#W；#G命中+3212#W；#G血上限+4584#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
426	70503127	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503128	1	升级后整套的套装效果将提升为：#G身法+164#W；#G命中+4282#W；#G血上限+6112#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
427	70503128	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503129	1	升级后整套的套装效果将提升为：#G身法+204#W；#G命中+5352#W；#G血上限+7640#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
428	70503130	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503131	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G身法+82#W；#G血上限+3056#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
429	70503131	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503132	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G身法+122#W；#G血上限+4584#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
430	70503132	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503133	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G身法+164#W；#G血上限+6112#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
431	70503133	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503134	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G身法+204#W；#G血上限+7640#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
432	70504000	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504001	0	升级后整套的套装效果将提升为：#G外功攻击+1328#W；#G命中+1718#W；#G力量+66#W；#G猛击技能释放时额外增加外功攻击（2星套装效果）#W。
433	70504001	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504002	1	升级后整套的套装效果将提升为：#G外功攻击+1992#W；#G命中+2576#W；#G力量+98#W；#G猛击技能释放时额外增加外功攻击（3星套装效果）#W。
434	70504002	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504003	1	升级后整套的套装效果将提升为：#G外功攻击+2654#W；#G命中+3434#W；#G力量+132#W；#G猛击技能释放时额外增加外功攻击（4星套装效果）#W。
435	70504003	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504004	1	升级后整套的套装效果将提升为：#G外功攻击+3318#W；#G命中+4292#W；#G力量+164#W；#G猛击技能释放时额外增加外功攻击（5星套装效果）#W。
436	70504005	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504006	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G力量+66#W；#G增加摔绊技能对目标的生效几率（2星套装效果）#W。
437	70504006	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504007	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G力量+98#W；#G增加摔绊技能对目标的生效几率（3星套装效果）#W。
438	70504007	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504008	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G力量+132#W；#G增加摔绊技能对目标的生效几率（4星套装效果）#W。
439	70504008	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504009	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G力量+164#W；#G增加摔绊技能对目标的生效几率（5星套装效果）#W。
440	70504010	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504011	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G力量+66#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
441	70504011	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504012	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G力量+98#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
442	70504012	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504013	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G力量+132#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
443	70504013	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504014	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G力量+164#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
444	70504015	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504016	0	升级后整套的套装效果将提升为：#G内功攻击+1328#W；#G命中+1718#W；#G灵气+66#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（2星套装效果）#W。
445	70504016	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504017	1	升级后整套的套装效果将提升为：#G内功攻击+1992#W；#G命中+2576#W；#G灵气+98#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（3星套装效果）#W。
446	70504017	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504018	1	升级后整套的套装效果将提升为：#G内功攻击+2654#W；#G命中+3434#W；#G灵气+132#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（4星套装效果）#W。
447	70504018	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504019	1	升级后整套的套装效果将提升为：#G内功攻击+3318#W；#G命中+4292#W；#G灵气+164#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（5星套装效果）#W。
448	70504020	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504021	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G灵气+66#W；#G增加摔绊技能对目标的生效几率（2星套装效果）#W。
449	70504021	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504022	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G灵气+98#W；#G增加摔绊技能对目标的生效几率（3星套装效果）#W。
450	70504022	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504023	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G灵气+132#W；#G增加摔绊技能对目标的生效几率（4星套装效果）#W。
451	70504023	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504024	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G灵气+164#W；#G增加摔绊技能对目标的生效几率（5星套装效果）#W。
452	70504025	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504026	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G灵气+66#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
453	70504026	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504027	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G灵气+98#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
454	70504027	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504028	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G灵气+132#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
455	70504028	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504029	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G灵气+164#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
456	70504030	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504031	0	升级后整套的套装效果将提升为：#G外功防御+1312#W；#G内功防御+1312#W；#G血上限+2434#W；#G增加灵动技能对珍兽自己的生效几率（2星套装效果）#W。
457	70504031	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504032	1	升级后整套的套装效果将提升为：#G外功防御+1966#W；#G内功防御+1966#W；#G血上限+3650#W；#G增加灵动技能对珍兽自己的生效几率（3星套装效果）#W。
458	70504032	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504033	1	升级后整套的套装效果将提升为：#G外功防御+2622#W；#G内功防御+2622#W；#G血上限+4868#W；#G增加灵动技能对珍兽自己的生效几率（4星套装效果）#W。
459	70504033	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504034	1	升级后整套的套装效果将提升为：#G外功防御+3276#W；#G内功防御+3276#W；#G血上限+6084#W；#G增加灵动技能对珍兽自己的生效几率（5星套装效果）#W。
460	70504035	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504036	0	升级后整套的套装效果将提升为：#G身法+66#W；#G命中+1718#W；#G血上限+2434#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
461	70504036	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504037	1	升级后整套的套装效果将提升为：#G身法+98#W；#G命中+2576#W；#G血上限+3650#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
462	70504037	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504038	1	升级后整套的套装效果将提升为：#G身法+132#W；#G命中+3434#W；#G血上限+4868#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
463	70504038	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504039	1	升级后整套的套装效果将提升为：#G身法+164#W；#G命中+4292#W；#G血上限+6084#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
464	70504040	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504041	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G身法+66#W；#G血上限+2434#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
465	70504041	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504042	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G身法+98#W；#G血上限+3650#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
466	70504042	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504043	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G身法+132#W；#G血上限+4868#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
467	70504043	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504044	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G身法+164#W；#G血上限+6084#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
468	70504045	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504046	0	升级后整套的套装效果将提升为：#G外功攻击+1496#W；#G命中+1930#W；#G力量+74#W；#G增加猛击技能的释放几率（2星套装效果）#W。
469	70504046	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504047	1	升级后整套的套装效果将提升为：#G外功攻击+2244#W；#G命中+2894#W；#G力量+110#W；#G增加猛击技能的释放几率（3星套装效果）#W。
470	70504047	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504048	1	升级后整套的套装效果将提升为：#G外功攻击+2990#W；#G命中+3858#W；#G力量+148#W；#G增加猛击技能的释放几率（4星套装效果）#W。
471	70504048	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504049	1	升级后整套的套装效果将提升为：#G外功攻击+3738#W；#G命中+4822#W；#G力量+184#W；#G增加猛击技能的释放几率（5星套装效果）#W。
472	70504050	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504051	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G力量+74#W；#G增加反震技能对目标的生效几率（2星套装效果）#W。
473	70504051	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504052	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G力量+110#W；#G增加反震技能对目标的生效几率（3星套装效果）#W。
474	70504052	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504053	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G力量+148#W；#G增加反震技能对目标的生效几率（4星套装效果）#W。
475	70504053	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504054	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G力量+184#W；#G增加反震技能对目标的生效几率（5星套装效果）#W。
476	70504055	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504056	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G力量+74#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
477	70504056	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504057	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G力量+110#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
478	70504057	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504058	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G力量+148#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
479	70504058	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504059	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G力量+184#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
480	70504060	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504061	0	升级后整套的套装效果将提升为：#G内功攻击+1496#W；#G命中+1930#W；#G灵气+74#W；#G痛击技能释放时额外增加内功攻击（2星套装效果）#W。
481	70504061	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504062	1	升级后整套的套装效果将提升为：#G内功攻击+2244#W；#G命中+2894#W；#G灵气+110#W；#G痛击技能释放时额外增加内功攻击（3星套装效果）#W。
482	70504062	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504063	1	升级后整套的套装效果将提升为：#G内功攻击+2990#W；#G命中+3858#W；#G灵气+148#W；#G痛击技能释放时额外增加内功攻击（4星套装效果）#W。
483	70504063	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504064	1	升级后整套的套装效果将提升为：#G内功攻击+3738#W；#G命中+4822#W；#G灵气+184#W；#G痛击技能释放时额外增加内功攻击（5星套装效果）#W。
484	70504065	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504066	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G灵气+74#W；#G增加反震技能对目标的生效几率（2星套装效果）#W。
485	70504066	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504067	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G灵气+110#W；#G增加反震技能对目标的生效几率（3星套装效果）#W。
486	70504067	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504068	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G灵气+148#W；#G增加反震技能对目标的生效几率（4星套装效果）#W。
487	70504068	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504069	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G灵气+184#W；#G增加反震技能对目标的生效几率（5星套装效果）#W。
488	70504070	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504071	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G灵气+74#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
489	70504071	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504072	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G灵气+110#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
490	70504072	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504073	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G灵气+148#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
491	70504073	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504074	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G灵气+184#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
492	70504075	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504076	0	升级后整套的套装效果将提升为：#G外功防御+1476#W；#G内功防御+1476#W；#G血上限+2746#W；#G增加忠心技能对玩家的生效几率（2星套装效果）#W。
493	70504076	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504077	1	升级后整套的套装效果将提升为：#G外功防御+2214#W；#G内功防御+2214#W；#G血上限+4118#W；#G增加忠心技能对玩家的生效几率（3星套装效果）#W。
494	70504077	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504078	1	升级后整套的套装效果将提升为：#G外功防御+2952#W；#G内功防御+2952#W；#G血上限+5490#W；#G增加忠心技能对玩家的生效几率（4星套装效果）#W。
495	70504078	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504079	1	升级后整套的套装效果将提升为：#G外功防御+3690#W；#G内功防御+3690#W；#G血上限+6862#W；#G增加忠心技能对玩家的生效几率（5星套装效果）#W。
496	70504080	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504081	0	升级后整套的套装效果将提升为：#G身法+74#W；#G命中+1930#W；#G血上限+2746#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
497	70504081	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504082	1	升级后整套的套装效果将提升为：#G身法+110#W；#G命中+2894#W；#G血上限+4118#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
498	70504082	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504083	1	升级后整套的套装效果将提升为：#G身法+148#W；#G命中+3858#W；#G血上限+5490#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
499	70504083	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504084	1	升级后整套的套装效果将提升为：#G身法+184#W；#G命中+4822#W；#G血上限+6862#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
500	70504085	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504086	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G身法+74#W；#G血上限+2746#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
501	70504086	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504087	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G身法+110#W；#G血上限+4118#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
502	70504087	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504088	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G身法+148#W；#G血上限+5490#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
503	70504088	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504089	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G身法+184#W；#G血上限+6862#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
504	70504090	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504091	0	升级后整套的套装效果将提升为：#G外功攻击+1664#W；#G命中+2142#W；#G力量+82#W；#G增加连击技能的释放几率（2星套装效果）#W。
505	70504091	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504092	1	升级后整套的套装效果将提升为：#G外功攻击+2496#W；#G命中+3212#W；#G力量+122#W；#G增加连击技能的释放几率（3星套装效果）#W。
506	70504092	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504093	1	升级后整套的套装效果将提升为：#G外功攻击+3326#W；#G命中+4282#W；#G力量+164#W；#G增加连击技能的释放几率（4星套装效果）#W。
507	70504093	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504094	1	升级后整套的套装效果将提升为：#G外功攻击+4158#W；#G命中+5352#W；#G力量+204#W；#G增加连击技能的释放几率（5星套装效果）#W。
508	70504095	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504096	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G力量+82#W；#G增加反击技能对目标的生效几率（2星套装效果）#W。
509	70504096	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504097	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G力量+122#W；#G增加反击技能对目标的生效几率（3星套装效果）#W。
510	70504097	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504098	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G力量+164#W；#G增加反击技能对目标的生效几率（4星套装效果）#W。
511	70504098	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504099	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G力量+204#W；#G增加反击技能对目标的生效几率（5星套装效果）#W。
512	70504100	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504101	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G力量+82#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
