INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标$1$	任务描述3$1$	任务描述4$1$	任务描述5$1$	接受任务场景ID	接受任务NpcName$1$	接受任务NpcGuid	完成任务场景ID	完成任务NpcName$1$	完成任务NpcGuid	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	击杀种类数（最多5）	怪物名称1$1$	是否寻找随机物品	掉落物品1	掉落概率1	掉落数量1	怪物名称2$1$	怪物标志2	掉落物品2	掉落概率2	掉落数量2	怪物名称3$1$	怪物标志3	掉落物品3	掉落概率3	掉落数量3	怪物名称4$1$	怪物标志4	掉落物品4	掉落概率4	掉落数量4	怪物名称5$1$	怪物标志5	掉落物品5	掉落概率5	掉落数量5	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	个数1	固定物品奖励2	个数2	固定物品奖励3	个数3	固定物品奖励4	个数4	固定物品奖励5	个数5	可选物品奖励1	个数1	可选物品奖励2	个数2	可选物品奖励3	个数3	可选物品奖励4	个数4	可选物品奖励5	个数5	隐藏奖励物品1	个数1	隐藏奖励物品2	个数2	隐藏奖励物品3	个数3	后续任务INDEX	预留	预留	预留
1039353	101	10	0	1	0	1	113	63	银川公主任务	#{MIS_ITEM90526_62}%i#{MIS_ITEM90526_63}	    #{MIS_ITEM90526_64}%i#{MIS_ITEM90526_65}	#{RW_20080321_608}	#{RW_20080321_610}	0		0	0	赫连铁树	0	70	-1	-1	-1	1		2	64	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039354	101	10	0	1	0	1	113	63	银川公主任务	#{MIS_ITEM90526_62}%i#{MIS_ITEM90526_63}	    #{MIS_ITEM90526_64}%i#{MIS_ITEM90526_65}	#{RW_20080321_608}	#{RW_20080321_610}	0		0	0	赫连铁树	0	70	-1	-1	-1	1		2	65	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039355	101	10	0	1	0	1	113	63	银川公主任务	#{RW_20080321_601}	    #{MIS_ITEM90526_66}%R#{MIS_ITEM90526_67}	#{RW_20080321_609}	#{RW_20080321_611}	0		0	0	赫连铁树	0	70	-1	-1	-1	1	黑衣马匪	0	40004410	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039356	101	10	0	1	0	1	113	63	银川公主任务	#{RW_20080321_602}	    #{MIS_ITEM90526_68}%R#{MIS_ITEM90526_67}	#{RW_20080321_609}	#{RW_20080321_611}	0		0	0	赫连铁树	0	80	-1	-1	-1	1	藤甲贼	0	40004411	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039357	101	10	0	1	0	1	113	63	银川公主任务	#{RW_20080321_603}	    #{MIS_ITEM90526_69}%R#{MIS_ITEM90526_67}	#{RW_20080321_609}	#{RW_20080321_611}	0		0	0	赫连铁树	0	90	-1	-1	-1	1	永夜修罗	0	40004412	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039400	101	10	0	1	0	1	215	284	段延庆任务	#{MIS_ITEM90526_70}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_71}%R#{MIS_ITEM90526_24}%i#{MIS_ITEM90526_61}	#{RW_20080321_630}	#{RW_20080321_632}	0		0	2	段延庆	0	20	-1	-1	-1	1		2	16	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039401	101	10	0	1	0	1	215	284	段延庆任务	#{MIS_ITEM90526_70}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_71}%R#{MIS_ITEM90526_24}%i#{MIS_ITEM90526_61}	#{RW_20080321_630}	#{RW_20080321_632}	0		0	2	段延庆	0	20	-1	-1	-1	1		2	17	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039402	101	10	0	1	0	1	215	284	段延庆任务	#{MIS_ITEM90526_70}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_71}%R#{MIS_ITEM90526_24}%i#{MIS_ITEM90526_61}	#{RW_20080321_630}	#{RW_20080321_632}	0		0	2	段延庆	0	20	-1	-1	-1	1		2	18	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039403	101	10	0	1	0	1	215	284	段延庆任务	#{MIS_ITEM90526_70}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_71}%R#{MIS_ITEM90526_24}%i#{MIS_ITEM90526_61}	#{RW_20080321_630}	#{RW_20080321_632}	0		0	2	段延庆	0	20	-1	-1	-1	1		2	19	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039404	101	10	0	1	0	1	215	284	段延庆任务	#{MIS_ITEM90526_70}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_71}%R#{MIS_ITEM90526_24}%i#{MIS_ITEM90526_61}	#{RW_20080321_630}	#{RW_20080321_632}	0		0	2	段延庆	0	20	-1	-1	-1	1		2	20	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039405	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_613}	#{RW_20080321_622}	#{RW_20080321_631}	#{RW_20080321_633}	0		0	2	段延庆	0	20	-1	-1	-1	1	赤脚野人	0	40004341	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039406	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_614}	#{RW_20080321_623}	#{RW_20080321_631}	#{RW_20080321_633}	0		0	2	段延庆	0	30	-1	-1	-1	1	纵火水鬼	0	40004342	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039407	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_615}	#{RW_20080321_624}	#{RW_20080321_631}	#{RW_20080321_633}	0		0	2	段延庆	0	40	-1	-1	-1	1	狼族土司	0	40004343	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039408	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_616}	#{RW_20080321_625}	#{RW_20080321_631}	#{RW_20080321_633}	0		0	2	段延庆	0	50	-1	-1	-1	1	花岗石人	0	40004344	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039409	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_617}	#{RW_20080321_626}	#{RW_20080321_631}	#{RW_20080321_633}	0		0	2	段延庆	0	60	-1	-1	-1	1	棚民	0	40004345	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039410	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_618}	#{RW_20080321_627}	#{RW_20080321_631}	#{RW_20080321_633}	0		0	2	段延庆	0	70	-1	-1	-1	1	红衣马匪	0	40004346	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039411	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_619}	#{RW_20080321_628}	#{RW_20080321_631}	#{RW_20080321_633}	0		0	2	段延庆	0	80	-1	-1	-1	1	藤甲勇士	0	40004347	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039412	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_620}	#{RW_20080321_629}	#{RW_20080321_631}	#{RW_20080321_633}	0		0	2	段延庆	0	90	-1	-1	-1	1	南海盗神	0	40004348	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039450	101	10	0	1	0	1	62	35	段誉任务	#{MIS_ITEM90526_72}%i#{MIS_ITEM90526_73}	    #{MIS_ITEM90526_74}%i#{MIS_ITEM90526_75}	#{RW_20080321_652}	#{RW_20080321_654}	0		0	2	段正淳	0	20	-1	-1	-1	1		2	21	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039451	101	10	0	1	0	1	62	35	段誉任务	#{MIS_ITEM90526_72}%i#{MIS_ITEM90526_73}	    #{MIS_ITEM90526_74}%i#{MIS_ITEM90526_75}	#{RW_20080321_652}	#{RW_20080321_654}	0		0	2	段正淳	0	20	-1	-1	-1	1		2	22	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039452	101	10	0	1	0	1	62	35	段誉任务	#{MIS_ITEM90526_72}%i#{MIS_ITEM90526_73}	    #{MIS_ITEM90526_74}%i#{MIS_ITEM90526_75}	#{RW_20080321_652}	#{RW_20080321_654}	0		0	2	段正淳	0	20	-1	-1	-1	1		2	23	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039453	101	10	0	1	0	1	62	35	段誉任务	#{MIS_ITEM90526_72}%i#{MIS_ITEM90526_73}	    #{MIS_ITEM90526_74}%i#{MIS_ITEM90526_75}	#{RW_20080321_652}	#{RW_20080321_654}	0		0	2	段正淳	0	20	-1	-1	-1	1		2	24	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039454	101	10	0	1	0	1	62	35	段誉任务	#{MIS_ITEM90526_72}%i#{MIS_ITEM90526_73}	    #{MIS_ITEM90526_74}%i#{MIS_ITEM90526_75}	#{RW_20080321_652}	#{RW_20080321_654}	0		0	2	段正淳	0	20	-1	-1	-1	1		2	25	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039455	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_635}	#{RW_20080321_644}	#{RW_20080321_653}	#{RW_20080321_655}	0		0	2	段正淳	0	20	-1	-1	-1	1	赤脚野人	0	40004360	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039456	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_636}	#{RW_20080321_645}	#{RW_20080321_653}	#{RW_20080321_655}	0		0	2	段正淳	0	30	-1	-1	-1	1	拦路水鬼	0	40004360	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039457	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_637}	#{RW_20080321_646}	#{RW_20080321_653}	#{RW_20080321_655}	0		0	2	段正淳	0	40	-1	-1	-1	1	秦家寨劫匪	0	40004361	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039458	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_638}	#{RW_20080321_647}	#{RW_20080321_653}	#{RW_20080321_655}	0		0	2	段正淳	0	50	-1	-1	-1	1	山越盗匪	0	40004361	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039459	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_639}	#{RW_20080321_648}	#{RW_20080321_653}	#{RW_20080321_655}	0		0	2	段正淳	0	60	-1	-1	-1	1	丛林野人	0	40004361	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039460	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_640}	#{RW_20080321_649}	#{RW_20080321_653}	#{RW_20080321_655}	0		0	2	段正淳	0	70	-1	-1	-1	1	黑衣马匪	0	40004362	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039461	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_641}	#{RW_20080321_650}	#{RW_20080321_653}	#{RW_20080321_655}	0		0	2	段正淳	0	80	-1	-1	-1	1	藤甲贼	0	40004362	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039462	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_642}	#{RW_20080321_651}	#{RW_20080321_653}	#{RW_20080321_655}	0		0	2	段正淳	0	90	-1	-1	-1	1	永夜修罗	0	40004362	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039500	101	10	0	1	0	1	128	74	阿碧任务	#{MIS_ITEM90526_76}%i#{MIS_ITEM90526_77}	    #{MIS_ITEM90526_78}%i#{MIS_ITEM90526_79}	#{RW_20080321_672}	#{RW_20080321_674}	0		0	1	阿碧	0	30	-1	-1	-1	1		2	26	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039501	101	10	0	1	0	1	128	74	阿碧任务	#{MIS_ITEM90526_76}%i#{MIS_ITEM90526_77}	    #{MIS_ITEM90526_78}%i#{MIS_ITEM90526_79}	#{RW_20080321_672}	#{RW_20080321_674}	0		0	1	阿碧	0	30	-1	-1	-1	1		2	27	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039502	101	10	0	1	0	1	128	74	阿碧任务	#{MIS_ITEM90526_76}%i#{MIS_ITEM90526_77}	    #{MIS_ITEM90526_78}%i#{MIS_ITEM90526_79}	#{RW_20080321_672}	#{RW_20080321_674}	0		0	1	阿碧	0	30	-1	-1	-1	1		2	28	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039503	101	10	0	1	0	1	128	74	阿碧任务	#{MIS_ITEM90526_76}%i#{MIS_ITEM90526_77}	    #{MIS_ITEM90526_78}%i#{MIS_ITEM90526_79}	#{RW_20080321_672}	#{RW_20080321_674}	0		0	1	阿碧	0	30	-1	-1	-1	1		2	29	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039504	101	10	0	1	0	1	128	74	阿碧任务	#{MIS_ITEM90526_76}%i#{MIS_ITEM90526_77}	    #{MIS_ITEM90526_78}%i#{MIS_ITEM90526_79}	#{RW_20080321_672}	#{RW_20080321_674}	0		0	1	阿碧	0	30	-1	-1	-1	1		2	30	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039505	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_657}	#{RW_20080321_665}	#{RW_20080321_673}	#{RW_20080321_675}	0		0	1	阿碧	0	30	-1	-1	-1	1	龙泉豹	0	40004374	100	5		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039506	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_658}	#{RW_20080321_666}	#{RW_20080321_673}	#{RW_20080321_675}	0		0	1	阿碧	0	40	-1	-1	-1	1	红枫熊	0	40004375	100	8		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039507	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_659}	#{RW_20080321_667}	#{RW_20080321_673}	#{RW_20080321_675}	0		0	1	阿碧	0	50	-1	-1	-1	1	棕熊	0	40004376	100	8		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039508	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_660}	#{RW_20080321_668}	#{RW_20080321_673}	#{RW_20080321_675}	0		0	1	阿碧	0	60	-1	-1	-1	1	丛林野人	0	40004377	100	11		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039509	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_661}	#{RW_20080321_669}	#{RW_20080321_673}	#{RW_20080321_675}	0		0	1	阿碧	0	70	-1	-1	-1	1	白狼王	0	40004378	100	11		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039510	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_662}	#{RW_20080321_670}	#{RW_20080321_673}	#{RW_20080321_675}	0		0	1	阿碧	0	80	-1	-1	-1	1	黑沼豹	0	40004379	100	15		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039511	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_663}	#{RW_20080321_671}	#{RW_20080321_673}	#{RW_20080321_675}	0		0	1	阿碧	0	90	-1	-1	-1	1	沼泽鳄鱼	0	40004380	100	15		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	97	1	#{AB_DE_06}	2	#{AB_DE_07}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039550	101	10	0	1	0	1	62	98	鸠摩智任务	#{MIS_ITEM90526_80}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_81}%i#{MIS_ITEM90526_61}	#{RW_20080321_678}	#{RW_20080321_679}	0		0	8	鸠摩智	0	60	-1	-1	-1	1		2	56	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	103	1	#{MI_KIL9525_4}	2	#{MI_KIL9525_5}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039551	101	10	0	1	0	1	62	98	鸠摩智任务	#{MIS_ITEM90526_80}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_81}%i#{MIS_ITEM90526_61}	#{RW_20080321_678}	#{RW_20080321_679}	0		0	8	鸠摩智	0	60	-1	-1	-1	1		2	57	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	103	1	#{MI_KIL9525_4}	2	#{MI_KIL9525_5}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
