INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标（客户端描述）$1$	任务详细描述$1$	是否有Continue	任务继续信息$1$	任务完成信息$1$	接受任务场景ID	接受任务NPC$1$	完成任务场景ID	完成任务NPC$1$	任务目标场景ID	任务目标NPC$1$	任务目标NPC是否动态	任务目标NPC对白$1$	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	固定物品1奖励数量	固定物品奖励2	固定物品2奖励数量	固定物品奖励3	固定物品3奖励数量	固定物品奖励4	固定物品4奖励数量	固定物品奖励5	固定物品5奖励数量	可选物品奖励1	可选物品1奖励数量	可选物品奖励2	可选物品2奖励数量	可选物品奖励3	可选物品3奖励数量	可选物品奖励4	可选物品4奖励数量	可选物品奖励5	可选物品5奖励数量	隐藏奖励物品1	隐藏物品1奖励数量	隐藏奖励物品2	隐藏物品2奖励数量	隐藏奖励物品3	隐藏物品3奖励数量	送物种类数量（最多5）	第一个物品ID	第一个物品数量	物品是否在接任务时由NPC给予	第二个物品ID	第二个物品数量	物品是否在接任务时由NPC给予	第三个物品ID	第三个物品数量	物品是否在接任务时由NPC给予	第四个物品ID	第四个物品数量	物品是否在接任务时由NPC给予	MissionItem_HashTable列号	第五个物品数量	物品是否在接任务时由NPC给予	后续任务INDEX	预留	预留	预留
1010172	619	38	0	1	0	0	170	206	不蒸馒头	#{MIS_TAR_ADD_080}	#{Mis_S_Yuxi_1010172}	1	#{RW_20080317_02}	#{RW_20080317_53}	27	古鲁拉	21	耶律金	21	耶律金	0		72	-1	-1	-1	25632	0	16000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002157	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010180	672	44	0	1	0	0	162	274	无间道	#{MIS_TAR_ADD_082}	#{Mis_S_Meiling_1010180}	1	#{RW_20080317_02}	#{RW_20080317_54}	33	太阳花	33	甘草	33	甘草	0		65	-1	-1	-1	41000	0	12400	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10410072	1	10404066	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010181	675	44	0	1	0	0	192	70	为难	#{MIS_TAR_ADD_083}	#{Mis_S_Meiling_1010181}	1	#{RW_20080317_02}	#{RW_20080317_55}	33	荆棘	33	月季	33	月季	0		67	-1	-1	-1	31300	0	19000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010182	676	44	0	1	0	0	170	73	绝世好男儿	#{MIS_TAR_ADD_084}	#{Mis_S_Meiling_1010182}	1	#{RW_20080317_02}	#{RW_20080317_56}	33	冬刺	33	沈万三	33	沈万三	0		70	-1	-1	-1	32400	0	18000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010183	679	44	0	1	0	0	49	51	停车枫林晚	#{MIS_TAR_ADD_085}	#{Mis_S_Meiling_1010183}	1	#{RW_20080317_02}	#{RW_20080317_57}	33	沈万三	27	索姆拉	27	索姆拉	0		70	-1	-1	-1	35300	0	25200	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010190	681	45	0	1	0	0	111	60	剧中人	#{MIS_TAR_ADD_087}	#{Mis_S_Nanhai_1010190}	0		#{RW_20080317_58}	34	叶流凡	34	丁涟漪	34	丁涟漪	0		80	-1	-1	-1	18000	0	16000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010191	683	45	0	1	0	0	206	237	四签名	#{MIS_TAR_ADD_088}	#{Mis_S_Nanhai_1010191}	0		#{RW_20080317_59}	34	叶流凡	34	岳仲秋	34	岳仲秋	0		80	682	-1	-1	23000	0	40000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010192	685	45	0	1	0	0	111	60	空屋	#{MIS_TAR_ADD_089}	#{Mis_S_Nanhai_1010192}	1	#{RW_20080317_87}	#{RW_20080317_60}	34	丁涟漪	34	叶流凡	34	叶流凡	0		82	-1	-1	-1	20000	0	22000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002073	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010194	689	45	0	1	0	0	128	50	戴面纱的房客	#{MIS_TAR_ADD_090}	#{Mis_S_Nanhai_1010194}	1	#{RW_20080317_02}	#{RW_20080317_61}	34	叶流凡	28	白景武	28	白景武	0		82	688	-1	-1	38000	0	40000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010195	687	45	0	1	0	0	260	186	雷神桥之谜	#{MIS_TAR_ADD_091}	#{MIS_TAR_ADD_107}	0		#{RW_20080317_62}	34	叶流凡	34	石敢当	34	石敢当	0		82	686	-1	-1	36000	0	25000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002074	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010200	693	46	0	1	0	0	246	151	密信	#{MIS_TAR_ADD_093}	#{Mis_S_Qiongzhou_1010200}	0		#{RW_20080317_63}	35	元子衿	35	凌忆慈	35	凌忆慈	0		92	692	-1	-1	25000	0	25000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002077	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1030201	6	-1	-1	
1010201	695	46	0	1	0	0	256	242	解开疑云	#{MIS_TAR_ADD_094}	#{Mis_S_Qiongzhou_1010201}	0		#{RW_20080317_64}	35	凌忆慈	35	岳老三	35	岳老三	0		92	694	-1	-1	32000	0	32000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10412077	1	10422118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010202	699	46	0	1	0	0	92	266	最后一片净土	#{MIS_TAR_ADD_095}	#{Mis_S_Qiongzhou_1010202}	1	#{RW_20080317_88}	#{RW_20080317_65}	35	凌忆慈	29	阿会南	29	阿会南	0		94	698	-1	-1	50000	0	48000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002082	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010210	573	34	0	1	0	0	190	48	伤心的礼物	#{MIS_TAR_ADD_097}	#{Mis_S_Huanglong_1010210}	1	#{RW_20080317_02}	#{RW_20080317_66}	23	符夕颜	23	刘傲天	23	刘傲天	0		98	-1	-1	-1	28000	0	30000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002084	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010211	574	34	0	1	0	0	45	276	圣物的守护	#{MIS_TAR_ADD_098}	#{Mis_S_Huanglong_1010211}	1	#{RW_20080317_02}	#{RW_20080317_67}	23	刘傲天	23	慕容天狼	23	慕容天狼	0		98	-1	-1	-1	35000	0	48000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10410081	1	10413082	1	10421077	1	10411087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010212	577	34	0	1	0	0	166	204	无奈的真相	#{MIS_TAR_ADD_099}	#{Mis_S_Huanglong_1010212}	1	#{RW_20080317_02}	#{RW_20080317_68}	23	慕容天狼	23	符夕颜	23	符夕颜	0		98	575	576	-1	53300	0	65000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002104	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1030211	6	-1	-1	
1010213	579	34	0	1	0	0	163	191	情感的轮回	#{MIS_TAR_ADD_100}	#{Mis_S_Huanglong_1010213}	1	#{RW_20080317_02}	#{RW_20080317_69}	23	宇文苏	23	拓跋文	23	拓跋文	0		99	578	-1	-1	52100	0	52100	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10402073	1	10401071	1	10405069	1	10406990	1	0	0	0	0	0	0	0	0	1	40002084	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010220	801	20	0	1	0	0	252	144	少林派的援助	#{MIS_TAR_ADD_108}	#{shimen_songxin_000}	1	#{RW_20080317_02}	#{shimen_songxinC_000}	0	慧方	8	杨文广	8	杨文广	0		10	800	0	-1	0	800	12000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010221	802	21	0	1	0	0	252	144	丐帮的援助	#{MIS_TAR_ADD_109}	#{shimen_songxin_001}	1	#{RW_20080317_02}	#{shimen_songxinC_001}	0	洪通	8	杨文广	8	杨文广	0		10	800	2	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010222	803	22	0	1	0	0	252	144	明教的援助	#{MIS_TAR_ADD_110}	#{shimen_songxin_002}	1	#{RW_20080317_02}	#{shimen_songxinC_002}	0	林岩	8	杨文广	8	杨文广	0		10	800	1	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010223	804	23	0	1	0	0	252	144	武当派的援助	#{MIS_TAR_ADD_111}	#{shimen_songxin_003}	1	#{RW_20080317_02}	#{shimen_songxinC_003}	0	张中行	8	杨文广	8	杨文广	0		10	800	3	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010224	805	24	0	1	0	0	252	144	天龙派的援助	#{MIS_TAR_ADD_112}	#{shimen_songxin_004}	1	#{RW_20080317_02}	#{shimen_songxinC_004}	0	本凡	8	杨文广	8	杨文广	0		10	800	6	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010225	806	25	0	1	0	0	252	144	逍遥派的援助	#{MIS_TAR_ADD_113}	#{shimen_songxin_005}	1	#{RW_20080317_02}	#{shimen_songxinC_005}	0	秦观	8	杨文广	8	杨文广	0		10	800	8	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010226	807	26	0	1	0	0	252	144	峨嵋派的援助	#{MIS_TAR_ADD_114}	#{shimen_songxin_006}	1	#{RW_20080317_02}	#{shimen_songxinC_006}	0	孟龙	8	杨文广	8	杨文广	0		10	800	4	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010227	808	27	0	1	0	0	252	144	星宿派的援助	#{MIS_TAR_ADD_115}	#{shimen_songxin_007}	1	#{RW_20080317_02}	#{shimen_songxinC_007}	0	王彦	8	杨文广	8	杨文广	0		10	800	5	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010228	809	28	0	1	0	0	252	144	天山派的援助	#{MIS_TAR_ADD_116}	#{shimen_songxin_008}	1	#{RW_20080317_02}	#{shimen_songxinC_008}	0	符敏仪	8	杨文广	8	杨文广	0		10	800	7	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1	
1010229	811	19	0	1	0	0	55	63	飞越折柳峡	#{MIS_TAR_ADD_117}	#{shimen_songxin_011}	1	#{RW_20080317_02}	#{shimen_songxinC_011}	8	曹延寿	8	曹延惠	8	曹延惠	0		10	810	-1	-1	0	900	13500	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1010231	905	14	0	1	0	0	209	79	接待	#{MIS_TAR_ADD_119}	#{new_10_30Mis_001}	1	#{RW_20080317_89}	#{RW_20080317_70}	3	柴进	3	萧让	3	萧让	0		15	-1	-1	-1	0	156	1800	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010232	908	14	0	1	0	0	209	79	学海无涯	#{MIS_TAR_ADD_120}	#{new_10_30Mis_004}	1	#{RW_20080317_02}	#{RW_20080317_71}	3	索琳	3	萧让	3	萧让	0		15	-1	-1	-1	0	196	2700	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002160	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010233	909	14	0	1	0	0	164	262	西域的医术	#{MIS_TAR_ADD_121}	#{new_10_30Mis_005}	1	#{RW_20080317_02}	#{RW_20080317_72}	3	陆松	30	苏飞	30	苏飞	0		18	-1	-1	-1	0	290	10800	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002161	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010234	911	41	0	1	0	0	187	256	好兄弟	#{MIS_TAR_ADD_122}	#{new_10_30Mis_007}	1	#{RW_20080317_02}	#{RW_20080317_73}	30	王朝	30	马汉	30	马汉	0		20	-1	-1	-1	0	2300	8850	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002162	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010235	912	41	0	1	0	0	57	73	苏飞的镰刀	#{MIS_TAR_ADD_123}	#{new_10_30Mis_008}	1	#{RW_20080317_02}	#{RW_20080317_74}	30	苏飞	24	刀琅玕	24	刀琅玕	0		25	648	-1	-1	0	2500	13200	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002163	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010236	913	19	0	1	0	0	150	45	毅力的试炼	#{MIS_TAR_ADD_124}	#{new_10_30Mis_009}	0		#{RW_20080317_75}	8	杨文广	8	周德兴	8	周德兴	0		15	-1	-1	-1	0	1000	2250	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010237	6	-1	-1	
1010237	914	19	0	1	0	0	236	230	耐心的试炼	#{MIS_TAR_ADD_125}	#{new_10_30Mis_010}	0		#{RW_20080317_76}	8	周德兴	123	胡德海	123	胡德海	0		15	913	-1	-1	0	1000	2250	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010238	6	-1	-1	
1010238	915	54	0	1	0	0	175	100	智慧的试炼	#{MIS_TAR_ADD_126}	#{new_10_30Mis_011}	0		#{RW_20080317_77}	123	胡德海	123	孙德龙	123	孙德龙	0		15	914	-1	-1	0	1500	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10420001	1	10420002	1	10420003	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000223	6	-1	-1	
1010239	917	54	0	1	0	0	252	144	信用的试炼	#{MIS_TAR_ADD_127}	#{new_10_30Mis_013}	1	#{RW_20080317_90}	#{new_10_30Mis_014}	123	孙德龙	8	杨文广	8	杨文广	0		15	916	-1	-1	0	2000	4500	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10403001	1	10401001	1	10404001	1	10406600	1	0	0	0	0	0	0	0	0	1	40002164	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1010240	918	26	0	1	0	0	217	255	重攻轻守	#{MIS_TAR_ADD_129}	#{emei_skill_mis_01}	0		#{RW_20080317_78}	15	韩映雪	2	王韶	2	王韶	0		20	800	4	-1	2000	0	1000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030220	4	4	-1	
1010241	920	26	0	1	0	0	107	112	三人同行	#{MIS_TAR_ADD_130}	#{emei_skill_mis_03}	1	#{RW_20080317_02}	#{RW_20080317_79}	2	王韶	1	庞安时	1	庞安时	0		20	919	-1	-1	2000	0	1000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002166	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1000230	4	4	-1	
1010242	922	26	0	1	0	0	217	255	一代奇才	#{MIS_TAR_ADD_131}	#{emei_skill_mis_05}	0		#{RW_20080317_80}	1	庞安时	2	王韶	2	王韶	0		20	921	-1	-1	2000	0	1000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	-1	
1010243	101	10	0	1	0	1	106	133	木婉清任务	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	木婉清	0	81	1	39;40;41;42;43	20	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1010244	101	10	0	1	0	1	106	133	木婉清任务	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	木婉清	0	82	1	39;40;41;42;43	30	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1010245	101	10	0	1	0	1	106	133	木婉清任务	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	木婉清	0	83	1	39;40;41;42;43	40	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1010246	101	10	0	1	0	1	106	133	木婉清任务	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	木婉清	0	84	1	39;40;41;42;43	50	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1010247	101	10	0	1	0	1	106	133	木婉清任务	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	木婉清	0	85	1	39;40;41;42;43	60	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1010248	101	10	0	1	0	1	106	133	木婉清任务	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	木婉清	0	86	1	39;40;41;42;43	70	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1010249	101	10	0	1	0	1	106	133	木婉清任务	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	木婉清	0	87	1	39;40;41;42;43	80	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1010250	101	10	0	1	0	1	106	133	木婉清任务	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	木婉清	0	88	1	39;40;41;42;43	90	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1010251	946	28	0	1	0	0	262	46	三人并行	#{MIS_TAR_ADD_133}	#{mission_tianshan_skill_002}	0		#{RW_20080317_95}	2	王韶	18	种世衡	18	种世衡	0		30	945	-1	-1	4000	0	2000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	-1	
1010252	948	28	0	1	0	0	217	255	三生有幸	#{MIS_TAR_ADD_134}	#{mission_tianshan_skill_003}	0		#{RW_20080317_96}	18	种世衡	2	王韶	2	王韶	0		30	947	-1	-1	4000	0	2000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	-1	
1010320	900	19	0	1	0	0	253	177	微薄之力	#{MIS_TAR_ADD_102}	#{MISS_ADD_001}	1	#{RW_20080317_97}	#{RW_20080317_102}	8	杨文广	8	回鹘王女	8	回鹘王女	0		10	-1	-1	-1	0	82	2400	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002158	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1010321	901	19	0	1	0	0	252	144	湮灭	#{MIS_TAR_ADD_103}	#{MISS_ADD_002}	1	#{RW_20080317_98}	#{RW_20080317_103}	8	曹延惠	8	杨文广	8	杨文广	0		18	518	-1	-1	0	131	3200	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1010322	902	19	0	1	0	0	55	63	艺术	#{MIS_TAR_ADD_104}	#{MISS_ADD_003}	1	#{RW_20080317_99}	#{RW_20080317_104}	8	朱王礼	8	曹延惠	8	曹延惠	0		13	514	-1	-1	0	110	2000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000023	4	-1	-1	
1010323	903	14	0	1	0	0	181	81	回绝	#{MIS_TAR_ADD_105}	#{MISS_ADD_004}	1	#{RW_20080317_100}	#{RW_20080317_105}	3	柴进	3	陆凝霜	3	陆凝霜	0		15	464	-1	-1	0	180	3750	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030030	4	-1	-1	
